nome_wiki,dob_wiki,nacionalidade_wiki,nivel_match,UID,Inf,Name,DoB,Nat,Division,Club,Based,Preferred Foot,Right Foot,Left Foot,Position,Height,Weight,Age,Transfer Value,Wage,AT Apps,AT Gls,Team,Caps,Yth Apps,Style,Rc Injury,Best Role,Best Duty,Best Pos,Acc,Aer,Agg,Agi,Ant,Bal,Bra,Cmd,Com,Cmp,Cnt,Cor,Cro,Dec,Det,Dri,Ecc,Fin,Fir,Fla,Fre,Han,Hea,Jum,Kic,Ldr,Lon,L Th,Mar,Nat .1,OtB,1v1,Pac,Pas,Pen,Pos,Pun,Ref,TRO,Sta,Str,Tck,Tea,Tec,Thr,Vis,Wor,dob_iso,dob_date,name_norm
André-Frank Zambo Anguissa,1995-11-16,Camarões,1,48030711,nEU,André-Franck Zambo Anguissa,16/11/1995 (26 years old),CMR,Italian Serie A,Parthenope,Italy (Serie A),Right,Very Strong,Reasonable,"DM, M (C)",184 cm,78 kg,26,€35M - €44M,"€182,000 p/m",199,2,Main,42,-,Technical,-,Central Midfielder,Support,M (C),14,3,14,14,15,17,14,4,3,15,15,4,10,14,16,17,3,11,16,16,5,3,11,12,2,12,10,3,12,13,14,2,14,15,9,14,1,3,1,15,16,16,15,16,1,12,15,1995-11-16,1995-11-16,andrefranck zambo anguissa
Jean-Pierre Nsame,1993-05-01,Camarões,1,85084594,,Jean-Pierre Nsamé,1/5/1993 (29 years old),CMR,Swiss Super League,Young Boys,Switzerland (Super League),Right,Very Strong,Fairly Strong,ST (C),188 cm,89 kg,29,€5.2M - €7.8M,"€92,000 p/m",245,110,Main,1,-,Intelligent,-,Poacher,Attack,ST (C),11,3,11,10,13,13,12,1,1,13,12,4,9,13,15,11,2,15,11,12,6,1,15,15,3,9,11,4,6,13,15,3,13,12,15,5,1,1,2,13,15,6,10,12,1,8,12,1993-05-01,1993-05-01,jeanpierre nsame
Vincent Aboubakar,1992-01-22,Camarões,1,12028932,,Vincent Aboubakar,22/1/1992 (30 years old),CMR,Saudi Professional League,Al-Nassr (KSA),Saudi Arabia (Saudi Pro League),Right,Very Strong,Fairly Strong,ST (C),184 cm,83 kg,30,€6.8M - €10M,"€500,000 p/m",284,105,,87,14,Intelligent,Thigh strain,Advanced Forward,Attack,ST (C),13,3,14,12,12,15,12,3,2,14,13,5,8,13,13,14,1,15,13,14,8,4,14,13,1,6,12,6,6,9,15,2,14,12,16,7,3,1,3,10,14,6,12,14,2,14,8,1992-01-22,1992-01-22,vincent aboubakar
Christian Bassogog,1995-10-18,Camarões,1,20040254,,Christian Bassogog,18/10/1995 (26 years old),CMR,Chinese Super League,SH Shenhua,China (Super League),Right,Very Strong,Fairly Strong,"AM (RL), ST (C)",175 cm,75 kg,26,€17.5M - €26M,"€166,000 p/m",150,37,Main,42,-,Physical,-,Inverted Winger,Attack,AM (L),16,1,10,15,10,12,10,1,2,9,8,10,11,11,11,16,1,10,13,17,8,3,6,8,3,7,7,6,5,13,11,1,15,10,10,6,1,1,3,10,12,5,9,14,3,8,10,1995-10-18,1995-10-18,christian bassogog
Karl Toko Ekambi,1992-09-14,Camarões,1,85085653,,Karl Toko Ekambi,14/9/1992 (29 years old),CMR,Ligue 1 Uber Eats,OL,France (Ligue 1 Uber Eats),Right,Very Strong,Weak,"AM (RL), ST (C)",185 cm,74 kg,29,€8.2M - €9.8M,"€199,000 p/m",332,114,Main,50,-,Physical,-,Inverted Winger,Support,AM (L),16,2,8,12,12,13,11,1,3,11,13,9,11,11,13,12,2,14,12,13,10,2,15,12,1,10,12,6,5,14,15,2,16,11,12,8,3,1,1,15,14,7,11,12,3,11,13,1992-09-14,1992-09-14,karl toko ekambi
Eric Maxim Choupo-Moting,1989-03-23,Camarões,1,35015916,Inj,Eric Maxim Choupo-Moting,23/3/1989 (33 years old),CMR,Bundesliga,FC Bayern,Germany (Bundesliga),Right,Very Strong,Fairly Strong,"AM (RLC), ST (C)",191 cm,91 kg,33,€900K,"€291,000 p/m",340,64,Main,68,-,Intelligent,-,Inverted Winger,Support,AM (L),12,2,12,11,13,13,12,2,2,12,12,5,10,13,12,12,1,12,14,15,6,3,14,15,3,12,9,5,6,13,14,2,13,13,13,7,1,3,3,11,15,7,12,15,2,13,11,1989-03-23,1989-03-23,eric maxim choupomoting
Samuel Gouet,1997-12-14,Camarões,1,13177223,Lst,Samuel Oum Gouet,14/12/1997 (24 years old),CMR,Jupiler Pro League,KV Mechelen,Belgium (Jupiler Pro League),Right,Very Strong,Fairly Strong,M (RC),185 cm,75 kg,24,€1.1M,"€33,500 p/m",129,5,,21,-,Physical,-,Mezzala,Support,M (C),14,1,8,13,12,13,12,3,2,13,10,6,9,12,12,12,1,6,12,6,6,3,11,14,1,8,8,7,9,13,13,3,13,10,6,13,3,1,1,14,11,9,13,12,1,11,15,1997-12-14,1997-12-14,samuel oum gouet
Pierre Kunde,1995-07-26,Camarões,1,67211690,,Pierre Kunde,26/7/1995 (26 years old),CMR,Greek Super League 1,Olympiacos,Greece (Super League 1),Right,Very Strong,Weak,"DM, M (C)",180 cm,79 kg,26,€140K - €1.4M,"€72,000 p/m",235,30,Main,29,-,Physical,-,Ball Winning Midfielder,Defend,M (C),14,1,15,13,12,14,15,2,3,12,9,12,10,11,15,13,2,12,12,11,10,3,10,12,3,8,13,7,10,16,13,1,13,13,7,10,2,1,3,14,14,12,13,13,1,12,15,1995-07-26,1995-07-26,pierre kunde
Devis Epassy,1993-02-02,Camarões,2,85045654,,Devis Epassy,2/2/1993 (29 years old),FRA,Saudi Professional League,Abha,Saudi Arabia (Saudi Pro League),Right Only,Very Strong,Weak,GK,187 cm,80 kg,29,€400K - €3.9M,"€69,000 p/m",116,-,,0,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,12,13,9,12,11,14,12,11,10,12,10,2,2,10,13,3,7,3,8,6,5,13,1,14,11,8,3,1,1,13,3,12,11,8,7,11,9,14,11,12,14,3,12,7,8,8,8,1993-02-02,1993-02-02,devis epassy
Olivier Mbaizo,1997-08-15,Camarões,1,20046426,,Olivier Mbaizo,15/8/1997 (24 years old),CMR,Major League Soccer,Philadelphia,U.S.A. (MLS),Right,Very Strong,Reasonable,"D (RL), WB (R)",181 cm,71 kg,24,€130K - €1.3M,"€31,000 p/m",93,1,,11,-,Physical,-,Wing-Back,Attack,D (R),15,3,13,13,8,10,12,3,2,8,10,8,13,10,11,12,4,8,10,10,7,3,11,10,2,8,6,10,10,14,9,1,14,11,12,10,2,3,1,13,9,12,10,10,1,9,12,1997-08-15,1997-08-15,olivier mbaizo
Martin Hongla,1998-03-16,Camarões,1,13157239,nEU,Martin Hongla,16/3/1998 (24 years old),CMR,Italian Serie A,Verona,Italy (Serie A),Right,Very Strong,Reasonable,"DM, M (C)",181 cm,79 kg,24,€250K - €2.6M,"€26,000 p/m",115,6,,17,-,Physical,-,Ball Winning Midfielder,Defend,DM,13,2,16,12,12,14,12,3,1,13,13,5,8,13,12,10,3,8,13,8,9,2,12,12,2,10,12,9,11,15,12,3,12,13,12,12,1,3,1,16,14,12,15,12,2,12,15,1998-03-16,1998-03-16,martin hongla
Collins Fai,1992-08-13,Camarões,1,13112672,,Collins Fai,13/8/1992 (29 years old),CMR,Saudi Professional League,Al-Tai,Saudi Arabia (Saudi Pro League),Right,Very Strong,Reasonable,"D (RL), WB (R)",165 cm,72 kg,29,€50K - €6.2M,"€43,500 p/m",210,3,Main,49,-,Leader,Torn knee ligaments,Wing-Back,Attack,D (R),15,2,17,14,10,15,15,2,2,12,10,9,15,8,18,12,2,7,8,12,6,3,4,5,1,8,6,10,9,14,15,2,15,12,7,9,1,4,1,14,9,12,14,12,1,7,16,1992-08-13,1992-08-13,collins fai
Bryan Mbeumo,1999-08-07,Camarões,1,48042658,Wnt,Bryan Mbeumo,7/8/1999 (22 years old),CMR,English Premier Division,Brentford,England (Premier Division),Left,Weak,Very Strong,"M (L), AM (RL), ST (C)",171 cm,70 kg,22,€69M - €103M,"€226,000 p/m",162,38,Main,0,-,Physical,-,Inverted Winger,Support,AM (R),15,1,12,13,12,12,14,2,2,12,12,11,13,12,14,13,1,13,11,14,9,3,10,8,1,7,13,6,6,14,13,1,15,13,13,8,1,1,1,13,12,6,14,13,2,13,16,1999-08-07,1999-08-07,bryan mbeumo
Jean-Charles Castelletto,1995-01-26,Camarões,1,85068487,,Jean-Charles Castelletto,26/1/1995 (27 years old),CMR,Ligue 1 Uber Eats,FC Nantes,France (Ligue 1 Uber Eats),Right,Very Strong,Weak,D (RC),185 cm,76 kg,27,€375K - €3.7M,"€52,000 p/m",230,10,Main,11,-,Physical,-,Wide Centre-Back,Defend,D (C),12,3,13,13,13,14,15,3,1,13,12,4,10,12,12,10,1,5,11,6,5,2,15,15,2,12,7,7,14,13,10,2,13,11,6,12,4,3,3,14,14,13,13,12,1,10,13,1995-01-26,1995-01-26,jeancharles castelletto
Olivier Ntcham,1996-02-09,Camarões,2,85122274,,Olivier Ntcham,9/2/1996 (26 years old),FRA,Sky Bet Championship,Swansea,England (Sky Bet Championship),Right,Very Strong,Reasonable,M/AM (C),180 cm,80 kg,26,€200K - €2M,"€75,500 p/m",164,20,,0,20,Creative,-,Advanced Playmaker,Support,M (C),10,3,9,13,13,15,8,3,3,15,9,10,11,13,10,14,1,12,13,14,10,3,7,10,3,7,14,5,7,9,12,1,12,13,13,9,3,1,1,9,13,9,11,14,2,14,10,1996-02-09,1996-02-09,olivier ntcham
André Onana,1996-04-02,Camarões,1,67201634,Inj,André Onana,2/4/1996 (26 years old),CMR,Italian Serie A,Inter,Italy (Serie A),Right Only,Very Strong,Weak,GK,192 cm,93 kg,26,€19.5M - €29M,"€321,000 p/m",187,-,Main,30,-,Assertive,-,Sweeper Keeper,Attack,GK,12,15,9,15,13,15,14,14,13,14,13,3,3,13,15,2,15,2,10,15,6,15,5,16,14,11,3,3,2,16,1,15,12,14,4,15,5,15,16,13,13,2,12,12,15,8,12,1996-04-02,1996-04-02,andre onana
Enzo Ebosse,1999-03-11,Camarões,1,48036572,,Enzo Ebosse,11/3/1999 (23 years old),CMR,Italian Serie A,Udinese,Italy (Serie A),Left,Reasonable,Very Strong,"D (LC), WB (L)",185 cm,77 kg,23,€50K - €6.2M,"€77,000 p/m",50,-,,0,-,Physical,-,Wing-Back,Defend,D (L),13,3,10,13,12,11,13,2,3,11,11,5,11,11,11,10,2,5,12,10,4,2,13,13,3,7,6,11,13,14,12,1,13,12,6,14,2,2,1,15,15,14,13,12,3,11,13,1999-03-11,1999-03-11,enzo ebosse
Nouhou Tolo,1997-06-23,Camarões,1,20042341,Wnt,Nouhou Tolo,23/6/1997 (25 years old),CMR,Major League Soccer,Seattle,U.S.A. (MLS),Left Only,Weak,Very Strong,"D (LC), WB (L)",178 cm,80 kg,25,€400K - €1.2M,"€29,000 p/m",164,1,Main,15,1,Physical,-,Wing-Back,Support,D (L),15,3,13,13,10,13,12,1,1,9,11,6,11,9,12,13,4,5,11,14,8,2,11,9,2,8,7,15,13,12,12,3,16,10,5,9,2,4,2,14,14,12,10,10,3,8,13,1997-06-23,1997-06-23,nouhou tolo
Marko Dmitrović,,Sérvia,3,2000018419,Wnt,Marko Dmitrović,3/4/2003 (19 years old),SRB,Serbian Zone League,Bajša,Serbia (Zone League),Right,Very Strong,Weak,D (RC),182 cm,77 kg,19,€18K - €180K,€500 p/m,-,-,,0,-,Leader,-,Full-Back,Defend,D (R),14,1,15,14,7,8,9,2,3,5,8,6,4,14,14,5,2,1,9,5,3,3,12,9,1,9,1,5,12,14,6,3,12,7,5,10,2,3,2,6,6,14,7,6,1,5,8,2003-04-03,2003-04-03,marko dmitrovic
Predrag Rajković,,Sérvia,3,62076152,,Predrag Rajković,31/10/1995 (26 years old),SRB,Spanish First Division,Mallorca,Spain (First Division),Right,Very Strong,Fairly Strong,GK,191 cm,88 kg,26,€7.4M - €11M,"€99,000 p/m",270,-,Main,28,-,Assertive,-,Sweeper Keeper,Attack,GK,10,14,11,11,13,14,16,16,14,10,11,6,2,10,11,8,14,10,10,5,9,12,2,14,12,14,6,6,5,13,5,14,10,9,10,15,14,15,13,13,14,4,14,7,13,10,12,1995-10-31,1995-10-31,predrag rajkovic
Vanja Milinković-Savić,,Sérvia,3,62142830,,Vanja Milinković-Savić,20/2/1997 (25 years old),SRB,Italian Serie A,Torino,Italy (Serie A),Right,Very Strong,Reasonable,GK,202 cm,92 kg,25,€90K - €6.2M,"€61,500 p/m",89,-,Main,4,10,Distributor,-,Sweeper Keeper,Attack,GK,12,15,11,13,11,11,13,14,14,10,13,11,2,13,16,3,15,3,10,8,16,13,9,17,16,14,14,3,3,11,7,13,10,9,4,12,11,12,12,13,12,1,11,8,12,9,11,1997-02-20,1997-02-20,vanja milinkovicsavic
Stefan Mitrović,,Sérvia,3,62260391,,Stefan Mitrović,15/8/2002 (19 years old),SRB,Serbian SuperLeague,Crvena zvezda,Serbia (SuperLeague),Right,Very Strong,Weak,AM (RLC),182 cm,67 kg,19,€190K - €1.9M,"€9,750 p/m",57,13,U21,0,5,Technical,-,Inverted Winger,Attack,AM (L),13,1,9,14,12,11,11,2,1,13,12,10,12,13,12,11,1,12,12,11,11,1,11,8,3,10,12,8,8,10,12,3,14,12,10,8,1,3,1,11,9,9,11,12,1,12,13,2002-08-15,2002-08-15,stefan mitrovic
Nikola Milenković,,Sérvia,3,62191195,nEU,Nikola Milenković,12/10/1997 (24 years old),SRB,Italian Serie A,Fiorentina,Italy (Serie A),Right,Very Strong,Reasonable,D (RC),195 cm,92 kg,24,€20M - €25M,"€463,000 p/m",203,15,Main,37,9,Physical,-,Central Defender,Defend,D (C),13,2,17,12,14,14,16,2,3,13,14,4,9,13,15,9,2,10,11,7,4,2,16,17,3,11,8,9,15,16,8,3,14,13,6,15,1,1,2,15,16,15,15,11,2,11,15,1997-10-12,1997-10-12,nikola milenkovic
Strahinja Pavlović,,Sérvia,3,62220026,,Strahinja Pavlović,24/5/2001 (21 years old),SRB,Austrian Premier Division,FC RB Salzburg,Austria (Premier Division),Left,Weak,Very Strong,D (C),194 cm,84 kg,21,€9M - €13.5M,"€108,000 p/m",66,2,Main,20,4,Physical,-,Central Defender,Defend,D (C),11,1,14,11,13,14,15,3,1,12,12,5,5,11,14,8,3,6,11,10,6,2,13,16,1,12,7,8,14,14,9,2,13,10,8,15,3,1,2,14,16,13,11,11,2,10,14,2001-05-24,2001-05-24,strahinja pavlovic
Miloš Veljković,,Sérvia,3,28070894,,Miloš Veljković,26/9/1995 (26 years old),SRB,Bundesliga,SV Werder,Germany (Bundesliga),Right,Very Strong,Reasonable,"D (C), DM",188 cm,85 kg,26,€400K - €8.4M,"€95,000 p/m",171,3,Main,20,16,Intelligent,-,Anchor,Defend,DM,10,3,7,10,15,13,12,2,3,15,16,5,7,14,12,8,4,6,12,6,6,3,11,14,2,11,7,8,14,11,6,1,12,12,7,16,2,2,2,13,14,13,17,11,3,9,10,1995-09-26,1995-09-26,milos veljkovic
Strahinja Eraković,,Sérvia,3,62219051,,Strahinja Eraković,22/1/2001 (21 years old),SRB,Serbian SuperLeague,Crvena zvezda,Serbia (SuperLeague),Right,Very Strong,Reasonable,D (RC),184 cm,75 kg,21,€425K - €4.2M,"€10,750 p/m",67,2,U21,1,6,Leader,-,Full-Back,Defend,D (R),12,2,13,13,13,10,14,1,3,12,12,7,8,13,14,7,3,7,13,8,6,3,13,13,2,11,9,8,14,12,10,4,12,11,9,13,4,1,2,13,12,14,12,11,1,10,14,2001-01-22,2001-01-22,strahinja erakovic
Srđan Babić,,Sérvia,3,62124086,,Srđan Babić,22/4/1996 (26 years old),SRB,Spanish First Division,Almería,Spain (First Division),Left Only,Weak,Very Strong,D (C),195 cm,85 kg,26,€70K - €5.6M,"€29,000 p/m",212,13,,0,6,Physical,-,Central Defender,Defend,D (C),10,2,12,12,14,13,12,2,1,14,15,8,8,13,15,7,2,7,11,10,8,2,13,16,2,12,8,10,14,13,10,2,11,12,8,13,3,2,1,13,14,13,13,8,3,11,13,1996-04-22,1996-04-22,srdan babic
Filip Mladenović,,Sérvia,3,62025449,,Filip Mladenović,15/8/1991 (30 years old),SRB,PKO Bank Polski Ekstraklasa,Legia,Poland (PKO BP Ekstraklasa),Left,Reasonable,Very Strong,D/WB (L),180 cm,65 kg,30,€750K - €1.6M,"€32,000 p/m",264,16,Main,19,9,Leader,-,Wing-Back,Attack,D (L),14,2,17,13,12,9,13,1,3,11,13,14,15,10,15,12,2,10,11,15,13,2,8,10,2,10,11,11,10,17,12,2,13,11,11,9,3,3,2,14,8,12,10,12,1,10,15,1991-08-15,1991-08-15,filip mladenovic
Marko Grujić,,Sérvia,3,62085429,,Marko Grujić,13/4/1996 (26 years old),SRB,Portuguese Premier League,FC Porto,Portugal (Premier League),Right,Very Strong,Fairly Strong,"DM, M (C)",191 cm,82 kg,26,€19.5M - €23M,"€119,000 p/m",160,21,Main,17,16,Physical,-,Ball Winning Midfielder,Defend,DM,11,4,16,11,14,15,15,3,3,16,13,9,11,14,13,13,2,10,13,7,9,1,14,16,3,11,14,8,11,14,13,3,12,14,10,13,1,2,2,14,16,13,15,13,4,14,15,1996-04-13,1996-04-13,marko grujic
Nemanja Gudelj,,Sérvia,3,62013805,,Nemanja Gudelj,16/11/1991 (30 years old),SRB,Spanish First Division,Sevilla,Spain (First Division),Right,Very Strong,Reasonable,"D (C), DM, M (C)",186 cm,77 kg,30,€6.4M - €7.6M,"€441,000 p/m",322,36,Main,48,15,Leader,-,Ball Winning Midfielder,Support,DM,12,1,16,13,13,13,13,2,3,14,13,14,12,12,16,13,2,10,15,14,13,2,11,12,3,11,13,12,9,14,13,1,11,14,12,10,2,2,1,15,14,9,15,13,3,13,17,1991-11-16,1991-11-16,nemanja gudelj
Uroš Račić,,Sérvia,3,62189039,,Uroš Račić,17/3/1998 (24 years old),SRB,Portuguese Premier League,BRG,Portugal (Premier League),Right,Very Strong,Fairly Strong,"DM, M (C)",193 cm,81 kg,24,€1M - €5.4M,"€56,500 p/m",154,9,,8,14,Physical,-,Box To Box Midfielder,Support,M (C),12,3,12,12,12,14,11,1,3,14,12,10,10,13,13,12,2,12,12,12,10,2,13,15,2,10,14,9,13,15,12,3,12,14,12,13,2,1,2,14,13,14,14,13,3,12,13,1998-03-17,1998-03-17,uros racic
Nemanja Maksimović,,Sérvia,3,62097340,Wnt,Nemanja Maksimović,26/1/1995 (27 years old),SRB,Spanish First Division,Getafe,Spain (First Division),Right,Very Strong,Fairly Strong,"DM, M (RC)",184 cm,75 kg,27,€5.6M - €8.4M,"€100,000 p/m",237,17,Main,39,11,Physical,-,Box To Box Midfielder,Support,M (C),13,1,10,12,12,11,12,1,3,13,12,12,12,13,15,12,3,11,13,12,12,2,12,13,1,13,14,7,11,14,14,1,14,14,8,13,2,3,3,15,15,11,15,12,2,14,15,1995-01-26,1995-01-26,nemanja maksimovic
Sergej Milinković-Savić,,Sérvia,3,62127037,,Sergej Milinković-Savić,27/2/1995 (27 years old),SRB,Italian Serie A,Lazio,Italy (Serie A),Either,Very Strong,Strong,M/AM (C),191 cm,82 kg,27,€63M - €76M,"€494,000 p/m",268,55,,34,12,Physical,-,Box To Box Midfielder,Support,M (C),12,2,14,12,15,17,17,1,2,12,11,4,6,13,17,14,3,16,16,18,15,2,17,17,3,14,15,3,7,20,16,3,12,16,13,11,3,3,3,18,17,13,16,16,3,15,15,1995-02-27,1995-02-27,sergej milinkovicsavic
Saša Lukić,,Sérvia,3,62124117,nEU,Saša Lukić,13/8/1996 (25 years old),SRB,Italian Serie A,Torino,Italy (Serie A),Right,Very Strong,Fairly Strong,"DM, M/AM (C)",182 cm,77 kg,25,€9.4M - €11M,"€108,000 p/m",201,16,Main,30,21,Technical,-,Central Midfielder,Support,M (C),13,1,15,12,13,14,12,3,2,14,13,12,11,13,14,13,1,11,14,14,7,1,11,11,3,10,13,4,10,14,13,1,13,15,14,13,4,1,2,14,13,14,14,14,1,13,13,1996-08-13,1996-08-13,sasa lukic
Filip Kostić,,Sérvia,3,62070416,nEU,Filip Kostić,1/11/1992 (29 years old),SRB,Italian Serie A,Juventus,Italy (Serie A),Left Only,Weak,Very Strong,WB/M/AM (L),184 cm,84 kg,29,€17M - €25M,"€268,000 p/m",344,49,Main,48,9,Physical,-,Winger,Support,M (L),15,3,13,13,11,16,14,2,2,11,11,15,18,12,15,13,3,10,13,12,12,3,6,10,3,7,13,10,7,16,13,1,16,15,11,8,3,2,3,16,13,8,13,14,1,13,14,1992-11-01,1992-11-01,filip kostic
Ivan Ilić,,Sérvia,3,62201068,nEU,Ivan Ilić,17/3/2001 (21 years old),SRB,Italian Serie A,Verona,Italy (Serie A),Left,Reasonable,Very Strong,"DM, M/AM (C)",182 cm,75 kg,21,€25M - €38M,"€21,500 p/m",99,9,U21,3,12,Technical,-,Deep Lying Playmaker,Defend,M (C),12,2,10,13,14,13,11,1,4,14,12,13,12,13,15,15,3,10,14,13,12,3,9,12,4,9,11,7,8,15,11,2,14,14,10,12,1,2,2,14,12,12,16,15,1,14,12,2001-03-17,2001-03-17,ivan ilic
Darko Lazović,,Sérvia,3,5747078,nEU,Darko Lazović,15/9/1990 (31 years old),SRB,Italian Serie A,Verona,Italy (Serie A),Right,Very Strong,Reasonable,WB/M (RL),181 cm,66 kg,31,Not for Sale,"€92,500 p/m",365,46,Main,23,10,Physical,Torn knee ligaments,Inverted Winger,Support,M (L),16,3,11,13,12,13,9,2,1,11,12,9,14,12,14,15,2,10,13,15,6,3,7,10,3,9,12,5,9,13,16,2,17,12,6,10,1,3,3,15,11,9,11,13,1,12,14,1990-09-15,1990-09-15,darko lazovic
Filip Đuričić,,Sérvia,3,62015188,nEU,Filip Đuričić,30/1/1992 (30 years old),SRB,Italian Serie A,Sampdoria,Italy (Serie A),Right,Very Strong,Fairly Strong,AM (LC),181 cm,67 kg,30,€130K - €6.4M,"€107,000 p/m",294,38,Main,35,21,Creative,-,Inverted Winger,Support,AM (L),13,3,9,14,14,15,7,1,3,13,10,11,11,13,14,14,3,13,16,17,10,1,4,8,3,12,12,4,4,13,15,3,12,14,13,6,2,1,2,12,9,4,12,16,3,14,12,1992-01-30,1992-01-30,filip duricic
Andrija Živković,,Sérvia,3,62082823,Wnt,Andrija Živković,11/7/1996 (25 years old),SRB,Greek Super League 1,PAOK,Greece (Super League 1),Left,Fairly Strong,Very Strong,"M (RL), AM (RLC)",169 cm,62 kg,25,€5.2M - €6.6M,"€133,000 p/m",182,33,,26,15,Technical,-,Inverted Winger,Support,AM (R),12,2,13,14,10,13,9,2,2,15,10,15,15,14,9,15,1,12,15,16,13,3,6,6,1,11,12,10,6,11,12,3,12,15,11,8,2,3,4,10,8,7,13,16,4,16,11,1996-07-11,1996-07-11,andrija zivkovic
Dušan Tadić,,Sérvia,3,5788648,,Dušan Tadić,20/11/1988 (33 years old),SRB,Eredivisie,Ajax,Holland (Eredivisie),Left,Reasonable,Very Strong,"AM (RLC), ST (C)",181 cm,76 kg,33,Not for Sale,"€368,000 p/m",501,157,Main,88,21,Leader,-,Inverted Winger,Support,AM (R),13,3,18,12,15,14,15,3,1,14,14,15,15,14,18,14,2,11,15,16,14,1,9,9,3,19,12,9,6,18,14,1,13,17,17,6,1,4,1,14,13,4,14,15,2,17,18,1988-11-20,1988-11-20,dusan tadic
Nemanja Radonjić,,Sérvia,3,62124125,,Nemanja Radonjić,15/2/1996 (26 years old),SRB,Italian Serie A,Torino,Italy (Serie A),Right,Very Strong,Reasonable,AM (RLC),185 cm,77 kg,26,€6.2M - €7.4M,"€150,000 p/m",124,17,,35,11,Creative,-,Inverted Winger,Attack,AM (L),16,2,15,16,12,14,10,1,3,12,9,10,13,8,11,16,3,13,14,16,9,4,7,11,2,8,13,3,4,10,13,3,15,11,11,6,2,1,2,12,11,8,9,15,1,13,12,1996-02-15,1996-02-15,nemanja radonjic
Aleksandar Mitrović,,Sérvia,3,62096282,Wnt,Aleksandar Mitrović,16/9/1994 (27 years old),SRB,English Premier Division,Fulham,England (Premier Division),Right,Very Strong,Reasonable,ST (C),189 cm,82 kg,27,€26M - €38M,"€327,000 p/m",350,164,Main,74,8,Leader,-,Target Forward,Support,ST (C),12,1,15,10,14,16,16,2,3,14,13,3,5,14,14,12,3,17,14,12,6,1,17,17,2,14,7,3,9,13,14,1,12,13,15,6,1,2,3,15,19,10,15,14,3,11,16,1994-09-16,1994-09-16,aleksandar mitrovic
Dušan Vlahović,,Sérvia,3,62182055,nEU,Dušan Vlahović,28/1/2000 (22 years old),SRB,Italian Serie A,Juventus,Italy (Serie A),Left,Reasonable,Very Strong,ST (C),191 cm,81 kg,22,€86M - €107M,"€1,080,000 p/m",134,52,Main,14,3,Physical,-,Pressing Forward,Attack,ST (C),12,2,14,13,15,15,16,1,3,15,14,6,8,14,17,13,2,17,12,14,16,2,15,14,1,11,15,4,4,17,16,1,15,12,18,7,2,2,4,16,18,7,14,14,2,13,15,2000-01-28,2000-01-28,dusan vlahovic
Luka Jović,,Sérvia,3,62113639,nEU,Luka Jović,23/12/1997 (24 years old),SRB,Italian Serie A,Fiorentina,Italy (Serie A),Either,Very Strong,Strong,ST (C),181 cm,79 kg,24,€8.6M - €10.5M,"€134,000 p/m",170,48,Main,26,16,Intelligent,-,Poacher,Attack,ST (C),13,3,7,14,16,17,13,1,1,14,9,7,11,10,14,12,3,14,14,13,8,1,15,12,2,7,10,4,5,11,16,2,15,12,11,6,3,3,1,11,14,5,10,13,2,12,7,1997-12-23,1997-12-23,luka jovic
Yann Sommer,1988-12-17,Suíça,1,69000199,,Yann Sommer,17/12/1988 (33 years old),SUI,Bundesliga,Borussia M'gladbach,Germany (Bundesliga),Right,Very Strong,Weak,GK,183 cm,79 kg,33,€18.5M - €23M,"€332,000 p/m",494,-,Main,74,31,Shot Stopper,-,Sweeper Keeper,Support,GK,11,12,13,14,14,14,14,13,14,16,15,5,3,15,16,3,14,1,11,10,6,14,6,13,13,16,3,2,2,18,2,16,11,12,3,16,8,18,18,12,11,3,12,12,12,11,12,1988-12-17,1988-12-17,yann sommer
Jonas Omlin,1994-01-10,Suíça,1,98033113,,Jonas Omlin,10/1/1994 (28 years old),SUI,Ligue 1 Uber Eats,Montpellier,France (Ligue 1 Uber Eats),Right,Very Strong,Reasonable,GK,189 cm,80 kg,28,€6M - €7.2M,"€98,000 p/m",230,-,Main,4,-,Shot Stopper,-,Sweeper Keeper,Defend,GK,10,13,8,13,14,12,14,14,13,13,14,4,1,13,12,2,6,1,8,4,6,12,3,15,13,13,1,1,2,10,3,14,10,11,2,16,14,16,13,12,13,1,11,7,14,6,7,1994-01-10,1994-01-10,jonas omlin
Gregor Kobel,1997-12-06,Suíça,1,98040383,,Gregor Kobel,6/12/1997 (24 years old),SUI,Bundesliga,Borussia Dortmund,Germany (Bundesliga),Right Only,Very Strong,Weak,GK,195 cm,88 kg,24,€39M - €48M,"€166,000 p/m",156,-,Main,3,9,Assertive,-,Sweeper Keeper,Attack,GK,11,16,13,14,15,14,15,14,15,17,12,2,2,11,17,1,14,3,12,3,5,13,7,16,13,14,2,2,1,13,3,16,10,13,7,14,10,16,15,10,12,2,14,11,14,12,11,1997-12-06,1997-12-06,gregor kobel
Philipp Köhn,1998-04-02,Suíça,1,92071859,Inj,Philipp Köhn,2/4/1998 (24 years old),SUI,Austrian Premier Division,FC RB Salzburg,Austria (Premier Division),Right,Very Strong,Reasonable,GK,190 cm,80 kg,24,€240K - €2.4M,"€32,000 p/m",72,-,,0,4,Assertive,-,Sweeper Keeper,Defend,GK,12,13,11,13,11,13,13,13,11,13,12,2,5,11,13,4,6,2,10,4,2,13,6,14,11,9,7,8,5,15,3,14,12,11,5,14,12,14,15,14,13,6,14,8,13,10,12,1998-04-02,1998-04-02,philipp kohn
